X,Y,world_nums,steps,frame_img
-0.9766119718551636,-0.8618599772453308,7,0,frames/ball_7_0.png
-0.9360799789428711,-0.6328230500221252,7,1,frames/ball_7_1.png
-0.8017320036888123,0.03236722946166992,7,2,frames/ball_7_2.png
-0.6683859825134277,0.5498125553131104,7,3,frames/ball_7_3.png
-0.5702999830245972,0.8396315574645996,7,4,frames/ball_7_4.png
-0.43534600734710693,1.1125874519348145,7,5,frames/ball_7_5.png
-0.30235397815704346,1.2390360832214355,7,6,frames/ball_7_6.png
-0.1681939959526062,1.223231315612793,7,7,frames/ball_7_7.png
-0.07020998001098633,1.1207022666931152,7,8,frames/ball_7_8.png
0.06415605545043945,0.8552236557006836,7,9,frames/ball_7_9.png
0.16340994834899902,0.5663690567016602,7,10,frames/ball_7_10.png
0.2980220317840576,0.04868745803833008,7,11,frames/ball_7_11.png
0.4321160316467285,-0.6111288070678711,7,12,frames/ball_7_12.png
0.5637919902801514,-1.3990297317504883,7,13,frames/ball_7_13.png
-1.0368850231170654,-0.8425836563110352,8,0,frames/ball_8_0.png
-1.0993839502334595,-0.5868954658508301,8,1,frames/ball_8_1.png
-1.3021659851074219,0.14706730842590332,8,2,frames/ball_8_2.png
-1.5014649629592896,0.7259621620178223,8,3,frames/ball_8_3.png
-1.6478890180587769,1.0612785816192627,8,4,frames/ball_8_4.png
-1.8526719808578491,1.4023795127868652,8,5,frames/ball_8_5.png
-2.0493969917297363,1.5896377563476562,8,6,frames/ball_8_6.png
-2.252295970916748,1.6386244297027588,8,7,frames/ball_8_7.png
-2.4520390033721924,1.5438718795776367,8,8,frames/ball_8_8.png
-2.64786696434021,1.3132624626159668,8,9,frames/ball_8_9.png
-2.800549030303955,1.0388646125793457,8,10,frames/ball_8_10.png
-2.9986751079559326,0.5592327117919922,8,11,frames/ball_8_11.png
-3.200037956237793,-0.0712432861328125,8,12,frames/ball_8_12.png
-1.0483520030975342,-0.8451939225196838,9,0,frames/ball_9_0.png
-1.1135480403900146,-0.6438621282577515,9,1,frames/ball_9_1.png
-1.3794519901275635,0.08923506736755371,9,2,frames/ball_9_2.png
-1.5747519731521606,0.5376040935516357,9,3,frames/ball_9_3.png
-1.7770040035247803,0.9215278625488281,9,4,frames/ball_9_4.png
-2.046031951904297,1.3054208755493164,9,5,frames/ball_9_5.png
-2.3167760372161865,1.5456228256225586,9,6,frames/ball_9_6.png
-2.512159824371338,1.627892017364502,9,7,frames/ball_9_7.png
-2.7825398445129395,1.6158061027526855,9,8,frames/ball_9_8.png
-2.9754159450531006,1.5178334712982178,9,9,frames/ball_9_9.png
-3.2474520206451416,1.253178596496582,9,10,frames/ball_9_10.png
-0.036635998636484146,-0.8802661299705505,10,0,frames/ball_10_0.png
-0.08736900240182877,-0.7223403453826904,10,1,frames/ball_10_1.png
-0.2862060070037842,-0.1916046142578125,10,2,frames/ball_10_2.png
-0.4851149916648865,0.19867396354675293,10,3,frames/ball_10_3.png
-0.6862019896507263,0.45023202896118164,10,4,frames/ball_10_4.png
-0.885155975818634,0.5576292276382446,10,5,frames/ball_10_5.png
-1.0868370532989502,0.5228526592254639,10,6,frames/ball_10_6.png
-1.3053929805755615,0.3218863010406494,10,7,frames/ball_10_7.png
-1.4869260787963867,0.02584385871887207,10,8,frames/ball_10_8.png
-1.684704065322876,-0.43005800247192383,10,9,frames/ball_10_9.png
-1.8863400220870972,-1.0380287170410156,10,10,frames/ball_10_10.png
-2.0350759029388428,-0.8852672576904297,11,0,frames/ball_11_0.png
-2.092766046524048,-0.7060787677764893,11,1,frames/ball_11_1.png
-2.291471004486084,-0.17946171760559082,11,2,frames/ball_11_2.png
-2.441905975341797,0.1258540153503418,11,3,frames/ball_11_3.png
-2.6427829265594482,0.4080857038497925,11,4,frames/ball_11_4.png
-2.7926719188690186,0.525210976600647,11,5,frames/ball_11_5.png
-2.9918298721313477,0.5572525262832642,11,6,frames/ball_11_6.png
-3.14054012298584,0.4892106056213379,11,7,frames/ball_11_7.png
-1.975782036781311,-0.8812560439109802,12,0,frames/ball_12_0.png
-1.9561480283737183,-0.7884320020675659,12,1,frames/ball_12_1.png
-1.8227300643920898,-0.2393486499786377,12,2,frames/ball_12_2.png
-1.6884100437164307,0.16959667205810547,12,3,frames/ball_12_3.png
-1.554818034172058,0.43316197395324707,12,4,frames/ball_12_4.png
-1.423259973526001,0.553183913230896,12,5,frames/ball_12_5.png
-1.2898619174957275,0.5335061550140381,12,6,frames/ball_12_6.png
-1.1545560359954834,0.3681175708770752,12,7,frames/ball_12_7.png
-1.0248839855194092,0.0721747875213623,12,8,frames/ball_12_8.png
-0.9247519969940186,-0.24839305877685547,12,9,frames/ball_12_9.png
-0.7894099950790405,-0.8091626167297363,12,10,frames/ball_12_10.png
-0.6894899606704712,-1.3171958923339844,12,11,frames/ball_12_11.png
-1.0,-0.884651243686676,13,0,frames/ball_13_0.png
-1.0,-0.7163352966308594,13,1,frames/ball_13_1.png
-1.0,-0.18212401866912842,13,2,frames/ball_13_2.png
-1.0,0.204292893409729,13,3,frames/ball_13_3.png
-1.0,0.4535365104675293,13,4,frames/ball_13_4.png
-1.0,0.5451697111129761,13,5,frames/ball_13_5.png
-1.0,0.5439572334289551,13,6,frames/ball_13_6.png
-1.0,0.4499852657318115,13,7,frames/ball_13_7.png
-1.0,0.19434237480163574,13,8,frames/ball_13_8.png
-1.0,-0.07866573333740234,13,9,frames/ball_13_9.png
-1.0,-0.5905122756958008,13,10,frames/ball_13_10.png
-1.0,-1.2261605262756348,13,11,frames/ball_13_11.png
-2.0379951000213623,-0.8379214406013489,14,0,frames/ball_14_0.png
-2.0884249210357666,-0.6307253837585449,14,1,frames/ball_14_1.png
-2.288806915283203,0.10321342945098877,14,2,frames/ball_14_2.png
-2.4888319969177246,0.6934601068496704,14,3,frames/ball_14_3.png
-2.6878581047058105,1.1395647525787354,14,4,frames/ball_14_4.png
-2.8893470764160156,1.4477248191833496,14,5,frames/ball_14_5.png
-3.0899391174316406,1.6111273765563965,14,6,frames/ball_14_6.png
-0.9616509675979614,-0.849218487739563,15,0,frames/ball_15_0.png
-0.9128080010414124,-0.6647474765777588,15,1,frames/ball_15_1.png
-0.7105870246887207,0.008745431900024414,15,2,frames/ball_15_2.png
-0.5122300386428833,0.5281118154525757,15,3,frames/ball_15_3.png
-0.3117220401763916,0.9109312295913696,15,4,frames/ball_15_4.png
-0.11306804418563843,1.1492419242858887,15,5,frames/ball_15_5.png
0.03715705871582031,1.2362821102142334,15,6,frames/ball_15_6.png
0.2398970127105713,1.2265310287475586,15,7,frames/ball_15_7.png
0.4380800724029541,1.0757439136505127,15,8,frames/ball_15_8.png
0.6378920078277588,0.7823410034179688,15,9,frames/ball_15_9.png
0.7883660793304443,0.4676809310913086,15,10,frames/ball_15_10.png
0.9865430593490601,-0.06956720352172852,15,11,frames/ball_15_11.png
1.1899070739746094,-0.7660484313964844,15,12,frames/ball_15_12.png
1.3861160278320312,-1.577402114868164,15,13,frames/ball_15_13.png
-0.9760739803314209,-0.8467708230018616,16,0,frames/ball_16_0.png
-0.9434859752655029,-0.6454343795776367,16,1,frames/ball_16_1.png
-0.8092380166053772,0.09439253807067871,16,2,frames/ball_16_2.png
-0.6773520112037659,0.680804967880249,16,3,frames/ball_16_3.png
-0.5425059795379639,1.1365079879760742,16,4,frames/ball_16_4.png
-0.40994399785995483,1.442699909210205,16,5,frames/ball_16_5.png
-0.3104320168495178,1.5801758766174316,16,6,frames/ball_16_6.png
-0.1760920286178589,1.6401045322418213,16,7,frames/ball_16_7.png
-0.0763620138168335,1.5912182331085205,16,8,frames/ball_16_8.png
0.0572279691696167,1.4010577201843262,16,9,frames/ball_16_9.png
0.1568000316619873,1.1664552688598633,16,10,frames/ball_16_10.png
0.29099202156066895,0.7248063087463379,16,11,frames/ball_16_11.png
0.38986003398895264,0.30724620819091797,16,12,frames/ball_16_12.png
0.5243359804153442,-0.3862171173095703,16,13,frames/ball_16_13.png
0.6566840410232544,-1.2099618911743164,16,14,frames/ball_16_14.png
1.0120179653167725,-0.8460769057273865,17,0,frames/ball_17_0.png
1.0184489488601685,-0.7656088471412659,17,1,frames/ball_17_1.png
1.086521029472351,0.004998922348022461,17,2,frames/ball_17_2.png
1.15249502658844,0.6103594303131104,17,3,frames/ball_17_3.png
1.2184439897537231,1.0762875080108643,17,4,frames/ball_17_4.png
1.2679660320281982,1.3346655368804932,17,5,frames/ball_17_5.png
1.3183979988098145,1.5171375274658203,17,6,frames/ball_17_6.png
1.3860219717025757,1.6340785026550293,17,7,frames/ball_17_7.png
1.4524229764938354,1.6065139770507812,17,8,frames/ball_17_8.png
1.5189679861068726,1.4373397827148438,17,9,frames/ball_17_9.png
1.5857019424438477,1.1253767013549805,17,10,frames/ball_17_10.png
1.6517959833145142,0.6759395599365234,17,11,frames/ball_17_11.png
1.719241976737976,0.07320117950439453,17,12,frames/ball_17_12.png
1.7852859497070312,-0.6580677032470703,17,13,frames/ball_17_13.png
1.8523919582366943,-1.544057846069336,17,14,frames/ball_17_14.png
1.0,-0.8557376265525818,18,0,frames/ball_18_0.png
1.0,-0.7709351778030396,18,1,frames/ball_18_1.png
1.0,-0.06760096549987793,18,2,frames/ball_18_2.png
1.0,0.46578359603881836,18,3,frames/ball_18_3.png
1.0,0.8630115985870361,18,4,frames/ball_18_4.png
1.0,1.0704479217529297,18,5,frames/ball_18_5.png
1.0,1.2271637916564941,18,6,frames/ball_18_6.png
1.0,1.237060546875,18,7,frames/ball_18_7.png
1.0,1.10550856590271,18,8,frames/ball_18_8.png
1.0,0.8293905258178711,18,9,frames/ball_18_9.png
1.0,0.4094119071960449,18,10,frames/ball_18_10.png
1.0,0.016976356506347656,18,11,frames/ball_18_11.png
1.0,-0.6574478149414062,18,12,frames/ball_18_12.png
1.0,-1.4696102142333984,18,13,frames/ball_18_13.png
-0.9625329971313477,-0.8651165962219238,19,0,frames/ball_19_0.png
-0.9405519962310791,-0.7883067727088928,19,1,frames/ball_19_1.png
-0.74099200963974,-0.16956651210784912,19,2,frames/ball_19_2.png
-0.5388369560241699,0.31284868717193604,19,3,frames/ball_19_3.png
-0.34272098541259766,0.6419951915740967,19,4,frames/ball_19_4.png
-0.1412409543991089,0.8377304077148438,19,5,frames/ball_19_5.png
0.06078493595123291,0.8890743255615234,19,6,frames/ball_19_6.png
0.20862507820129395,0.8346924781799316,19,7,frames/ball_19_7.png
0.41014695167541504,0.6354019641876221,19,8,frames/ball_19_8.png
0.5567388534545898,0.39971208572387695,19,9,frames/ball_19_9.png
0.7597999572753906,-0.0529932975769043,19,10,frames/ball_19_10.png
0.9591739177703857,-0.6401176452636719,19,11,frames/ball_19_11.png
1.1604981422424316,-1.376399040222168,19,12,frames/ball_19_12.png
0.9883149862289429,-0.8853346109390259,20,0,frames/ball_20_0.png
0.9680209755897522,-0.6965725421905518,20,1,frames/ball_20_1.png
0.9010989665985107,-0.16749250888824463,20,2,frames/ball_20_2.png
0.8352540135383606,0.21320009231567383,20,3,frames/ball_20_3.png
0.7672860026359558,0.46064698696136475,20,4,frames/ball_20_4.png
0.701740026473999,0.5592554807662964,20,5,frames/ball_20_5.png
0.6349669694900513,0.5183446407318115,20,6,frames/ball_20_6.png
0.5679010152816772,0.3336372375488281,20,7,frames/ball_20_7.png
0.5015109777450562,0.009029626846313477,20,8,frames/ball_20_8.png
0.4336469769477844,-0.46856164932250977,20,9,frames/ball_20_9.png
0.36827200651168823,-1.0680041313171387,20,10,frames/ball_20_10.png
0.9754599928855896,-0.8551688194274902,21,0,frames/ball_21_0.png
0.9552180171012878,-0.7393296957015991,21,1,frames/ball_21_1.png
0.8225420117378235,-0.061217308044433594,21,2,frames/ball_21_2.png
0.6889820098876953,0.47917914390563965,21,3,frames/ball_21_3.png
0.5563479661941528,0.8746035099029541,21,4,frames/ball_21_4.png
0.42198997735977173,1.1316776275634766,21,5,frames/ball_21_5.png
0.28745800256729126,1.2443873882293701,21,6,frames/ball_21_6.png
0.15409201383590698,1.2132067680358887,21,7,frames/ball_21_7.png
0.05659002065658569,1.1003704071044922,21,8,frames/ball_21_8.png
-0.07795596122741699,0.8197793960571289,21,9,frames/ball_21_9.png
-0.17642199993133545,0.5226569175720215,21,10,frames/ball_21_10.png
-0.310636043548584,-0.007251262664794922,21,11,frames/ball_21_11.png
-0.40907204151153564,-0.4875035285949707,21,12,frames/ball_21_12.png
-0.5090639591217041,-1.0547122955322266,21,13,frames/ball_21_13.png
0.9631509780883789,-0.8673009872436523,22,0,frames/ball_22_0.png
0.9409570097923279,-0.7897064685821533,22,1,frames/ball_22_1.png
0.7462630271911621,-0.18408876657485962,22,2,frames/ball_22_2.png
0.5511549711227417,0.28761065006256104,22,3,frames/ball_22_3.png
0.3505510091781616,0.6314746141433716,22,4,frames/ball_22_4.png
0.15194201469421387,0.8309639692306519,22,5,frames/ball_22_5.png
-0.05301499366760254,0.8897829055786133,22,6,frames/ball_22_6.png
-0.25081396102905273,0.8049211502075195,22,7,frames/ball_22_7.png
-0.45067405700683594,0.5778846740722656,22,8,frames/ball_22_8.png
-0.6504108905792236,0.20909595489501953,22,9,frames/ball_22_9.png
-0.848114013671875,-0.2956271171569824,22,10,frames/ball_22_10.png
-0.99794602394104,-0.7707109451293945,22,11,frames/ball_22_11.png
-1.2015020847320557,-1.5440244674682617,22,12,frames/ball_22_12.png
-1.0371819734573364,-0.853729784488678,23,0,frames/ball_23_0.png
-1.0845459699630737,-0.6745235919952393,23,1,frames/ball_23_1.png
-1.2850300073623657,-0.0043103694915771484,23,2,frames/ball_23_2.png
-1.4843530654907227,0.5203492641448975,23,3,frames/ball_23_3.png
-1.6849689483642578,0.9057737588882446,23,4,frames/ball_23_4.png
-1.8863139152526855,1.1487183570861816,23,5,frames/ball_23_5.png
-2.088897943496704,1.2476825714111328,23,6,frames/ball_23_6.png
-2.2853410243988037,1.2042946815490723,23,7,frames/ball_23_7.png
-2.4868359565734863,1.0172438621520996,23,8,frames/ball_23_8.png
-2.689689874649048,0.6831111907958984,23,9,frames/ball_23_9.png
-2.884377956390381,0.22483539581298828,23,10,frames/ball_23_10.png
-3.0852911472320557,-0.38939332962036133,23,11,frames/ball_23_11.png
-0.03533399850130081,-0.8726615309715271,24,0,frames/ball_24_0.png
-0.0987119972705841,-0.6553788185119629,24,1,frames/ball_24_1.png
-0.2946780025959015,-0.07388746738433838,24,2,frames/ball_24_2.png
-0.4993619918823242,0.38768303394317627,24,3,frames/ball_24_3.png
-0.6992189884185791,0.6946346759796143,24,4,frames/ball_24_4.png
-0.9000569581985474,0.8600267171859741,24,5,frames/ball_24_5.png
-1.0980030298233032,0.8827030658721924,24,6,frames/ball_24_6.png
-1.2990840673446655,0.7630958557128906,24,7,frames/ball_24_7.png
-1.498521089553833,0.5024609565734863,24,8,frames/ball_24_8.png
-1.6954710483551025,0.10628795623779297,24,9,frames/ball_24_9.png
-1.8474271297454834,-0.29363298416137695,24,10,frames/ball_24_10.png
-2.0474491119384766,-0.9452157020568848,24,11,frames/ball_24_11.png
-2.1961560249328613,-1.5218305587768555,24,12,frames/ball_24_12.png
-1.0115410089492798,-0.886721134185791,25,0,frames/ball_25_0.png
-1.0312069654464722,-0.7035120129585266,25,1,frames/ball_25_1.png
-1.0982459783554077,-0.17197638750076294,25,2,frames/ball_25_2.png
-1.1643660068511963,0.211401104927063,25,3,frames/ball_25_3.png
-1.2315659523010254,0.45769500732421875,25,4,frames/ball_25_4.png
-1.2980719804763794,0.5591692924499512,25,5,frames/ball_25_5.png
-1.3650000095367432,0.5183999538421631,25,6,frames/ball_25_6.png
-1.430765986442566,0.3387107849121094,25,7,frames/ball_25_7.png
-1.497488021850586,0.014971017837524414,25,8,frames/ball_25_8.png
-1.5650150775909424,-0.4577212333679199,25,9,frames/ball_25_9.png
-1.6310639381408691,-1.0612282752990723,25,10,frames/ball_25_10.png
-2.0,-0.8572819232940674,26,0,frames/ball_26_0.png
-2.0,-0.6619256734848022,26,1,frames/ball_26_1.png
-2.0,0.0005409717559814453,26,2,frames/ball_26_2.png
-2.0,0.5316556692123413,26,3,frames/ball_26_3.png
-2.0,0.9144531488418579,26,4,frames/ball_26_4.png
-2.0,1.1509461402893066,26,5,frames/ball_26_5.png
-2.0,1.247434377670288,26,6,frames/ball_26_6.png
-2.0,1.2273554801940918,26,7,frames/ball_26_7.png
-2.0,1.0743951797485352,26,8,frames/ball_26_8.png
-2.0,0.8670172691345215,26,9,frames/ball_26_9.png
-2.0,0.47076988220214844,26,10,frames/ball_26_10.png
-2.0,0.07572412490844727,26,11,frames/ball_26_11.png
-2.0,-0.580413818359375,26,12,frames/ball_26_12.png
-2.0,-1.375981330871582,26,13,frames/ball_26_13.png
1.0355379581451416,-0.848247230052948,27,0,frames/ball_27_0.png
1.0534210205078125,-0.7735824584960938,27,1,frames/ball_27_1.png
1.2514960765838623,-0.0226287841796875,27,2,frames/ball_27_2.png
1.4485540390014648,0.5860438346862793,27,3,frames/ball_27_3.png
1.6495420932769775,1.064629077911377,27,4,frames/ball_27_4.png
1.8522249460220337,1.4017972946166992,27,5,frames/ball_27_5.png
2.052037000656128,1.591214656829834,27,6,frames/ball_27_6.png
2.2493200302124023,1.6389636993408203,27,7,frames/ball_27_7.png
2.449510097503662,1.5459578037261963,27,8,frames/ball_27_8.png
2.5991439819335938,1.3833813667297363,27,9,frames/ball_27_9.png
2.801023006439209,1.0378837585449219,27,10,frames/ball_27_10.png
2.9991519451141357,0.5579099655151367,27,11,frames/ball_27_11.png
3.2010910511016846,-0.0749197006225586,27,12,frames/ball_27_12.png
-2.012363910675049,-0.8540778756141663,28,0,frames/ball_28_0.png
-2.0199060440063477,-0.7674679756164551,28,1,frames/ball_28_1.png
-2.086430072784424,-0.08236241340637207,28,2,frames/ball_28_2.png
-2.153670072555542,0.46620845794677734,28,3,frames/ball_28_3.png
-2.2198851108551025,0.8650294542312622,28,4,frames/ball_28_4.png
-2.286284923553467,1.1240744590759277,28,5,frames/ball_28_5.png
-2.352926015853882,1.242203712463379,28,6,frames/ball_28_6.png
-2.419735908508301,1.2179789543151855,28,7,frames/ball_28_7.png
-2.486654043197632,1.0505340099334717,28,8,frames/ball_28_8.png
-2.5529298782348633,0.7434544563293457,28,9,frames/ball_28_9.png
-2.6028409004211426,0.4194154739379883,28,10,frames/ball_28_10.png
-2.670542001724243,-0.1475210189819336,28,11,frames/ball_28_11.png
-2.736997127532959,-0.8466701507568359,28,12,frames/ball_28_12.png
-2.8029539585113525,-1.680314064025879,28,13,frames/ball_28_13.png
-1.962332010269165,-0.8518504500389099,29,0,frames/ball_29_0.png
-1.9288339614868164,-0.7243397235870361,29,1,frames/ball_29_1.png
-1.7280080318450928,-0.04355138540267944,29,2,frames/ball_29_2.png
-1.5277519226074219,0.49251532554626465,29,3,frames/ball_29_3.png
-1.328489065170288,0.8843958377838135,29,4,frames/ball_29_4.png
-1.131727933883667,1.1328279972076416,29,5,frames/ball_29_5.png
-0.931291937828064,1.2443666458129883,29,6,frames/ball_29_6.png
-0.7277179956436157,1.2114365100860596,29,7,frames/ball_29_7.png
-0.5803489685058594,1.0956547260284424,29,8,frames/ball_29_8.png
-0.3793668746948242,0.8132853507995605,29,9,frames/ball_29_9.png
-0.23217499256134033,0.5153794288635254,29,10,frames/ball_29_10.png
-0.02620410919189453,-0.030808448791503906,29,11,frames/ball_29_11.png
0.17117786407470703,-0.6957569122314453,29,12,frames/ball_29_12.png
0.36864709854125977,-1.4996137619018555,29,13,frames/ball_29_13.png
-1.963168978691101,-0.8550875782966614,30,0,frames/ball_30_0.png
-1.9403300285339355,-0.76764976978302,30,1,frames/ball_30_1.png
-1.7389700412750244,-0.07701176404953003,30,2,frames/ball_30_2.png
-1.5427160263061523,0.4573873281478882,30,3,frames/ball_30_3.png
-1.3412599563598633,0.8635139465332031,30,4,frames/ball_30_4.png
-1.14199697971344,1.1232669353485107,30,5,frames/ball_30_5.png
-0.9409310817718506,1.242271900177002,30,6,frames/ball_30_6.png
-0.7950589656829834,1.2386391162872314,30,7,frames/ball_30_7.png
-0.5882329940795898,1.1038036346435547,30,8,frames/ball_30_8.png
-0.39005613327026367,0.8319187164306641,30,9,frames/ball_30_9.png
-0.19122803211212158,0.4188103675842285,30,10,frames/ball_30_10.png
0.012732982635498047,-0.15101337432861328,30,11,frames/ball_30_11.png
0.20955109596252441,-0.8411121368408203,30,12,frames/ball_30_12.png
0.3573460578918457,-1.449869155883789,30,13,frames/ball_30_13.png
0.9637690186500549,-0.8453326225280762,31,0,frames/ball_31_0.png
0.9189879894256592,-0.6606154441833496,31,1,frames/ball_31_1.png
0.7167309522628784,0.08484768867492676,31,2,frames/ball_31_2.png
0.5167089700698853,0.6790252923965454,31,3,frames/ball_31_3.png
0.31753599643707275,1.1293315887451172,31,4,frames/ball_31_4.png
0.11659300327301025,1.4407050609588623,31,5,frames/ball_31_5.png
-0.08306300640106201,1.6078944206237793,31,6,frames/ball_31_6.png
-0.2313859462738037,1.64034104347229,31,7,frames/ball_31_7.png
-0.4328269958496094,1.5591514110565186,31,8,frames/ball_31_8.png
-0.5793709754943848,1.4094295501708984,31,9,frames/ball_31_9.png
-0.7850419282913208,1.0705156326293945,31,10,frames/ball_31_10.png
-0.9836750030517578,0.6004290580749512,31,11,frames/ball_31_11.png
-1.1817498207092285,-0.008030891418457031,31,12,frames/ball_31_12.png
-1.3813459873199463,-0.7622718811035156,31,13,frames/ball_31_13.png
-1.5814130306243896,-1.6604433059692383,31,14,frames/ball_31_14.png
-2.049515962600708,-0.8662828207015991,32,0,frames/ball_32_0.png
-2.1046080589294434,-0.7232708930969238,32,1,frames/ball_32_1.png
-2.3716039657592773,-0.11617851257324219,32,2,frames/ball_32_2.png
-2.634523868560791,0.3423203229904175,32,3,frames/ball_32_3.png
-2.9066240787506104,0.6712489128112793,32,4,frames/ball_32_4.png
-3.166900157928467,0.8473193645477295,32,5,frames/ball_32_5.png
0.012350999750196934,-0.8789307475090027,33,0,frames/ball_33_0.png
0.02094399929046631,-0.7975784540176392,33,1,frames/ball_33_1.png
0.08795599639415741,-0.24422013759613037,33,2,frames/ball_33_2.png
0.15466900169849396,0.16392993927001953,33,3,frames/ball_33_3.png
